"","t","s","mid","pmt","pg","subtype","hr","bank"
"7010",6,4,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 10","PAYPAL"
"7011",27,8,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 07","PAYPAL"
"7012",119,33,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 17","PAYPAL"
"7013",56,34,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 16","PAYPAL"
"7014",95,45,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 17","PAYPAL"
"7015",28,16,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 18","PAYPAL"
"7016",53,27,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 13","PAYPAL"
"7017",53,17,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 15","PAYPAL"
"7018",32,19,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 18","PAYPAL"
"7019",17,6,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 16","PAYPAL"
"7020",6,4,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 14","PAYPAL"
"7021",30,16,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 20","PAYPAL"
"7022",35,17,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 14","PAYPAL"
"7023",11,6,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 15","PAYPAL"
"7024",17,10,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 19","PAYPAL"
"7025",6,2,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 21","PAYPAL"
"7026",7,3,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 23","PAYPAL"
"7027",32,19,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 01","PAYPAL"
"7028",63,26,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 06","PAYPAL"
"7029",99,50,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 08","PAYPAL"
"7030",53,22,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 10","PAYPAL"
"7031",27,8,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 11","PAYPAL"
"7032",89,44,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 10","PAYPAL"
"7033",100,48,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 06","PAYPAL"
"7034",13,8,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 01","PAYPAL"
"7035",6,4,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 02","PAYPAL"
"7036",68,44,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 12","PAYPAL"
"7037",22,8,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 06","PAYPAL"
"7038",32,22,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 15","PAYPAL"
"7039",57,34,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 15","PAYPAL"
"7040",62,29,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 15","PAYPAL"
"7041",73,41,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 16","PAYPAL"
"7042",91,51,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 17","PAYPAL"
"7043",55,30,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 19","PAYPAL"
"7044",62,36,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 14","PAYPAL"
"7045",17,6,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 14","PAYPAL"
"7046",66,27,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 14","PAYPAL"
"7047",64,27,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 16","PAYPAL"
"7048",3,0,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 22","PAYPAL"
"7049",7,3,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 19","PAYPAL"
"7050",5,2,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 21","PAYPAL"
"7051",6,3,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 20","PAYPAL"
"7052",4,1,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 20","PAYPAL"
"7053",105,57,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 04","PAYPAL"
"7054",80,33,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 07","PAYPAL"
"7055",78,38,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 09","PAYPAL"
"7056",72,33,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 04","PAYPAL"
"7057",36,21,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 01","PAYPAL"
"7058",85,44,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 05","PAYPAL"
"7059",71,34,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 09","PAYPAL"
"7060",101,55,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 12","PAYPAL"
"7061",127,48,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 05","PAYPAL"
"7062",3,1,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 12","PAYPAL"
"7063",94,55,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 07","PAYPAL"
"7064",84,41,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 08","PAYPAL"
"7065",26,9,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 05","PAYPAL"
"7066",102,49,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 04","PAYPAL"
"7067",91,52,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 06","PAYPAL"
"7068",8,4,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 07","PAYPAL"
"7069",60,23,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 07","PAYPAL"
"7070",76,27,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 13","PAYPAL"
"7071",83,39,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 17","PAYPAL"
"7072",6,3,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 13","PAYPAL"
"7073",78,38,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 16","PAYPAL"
"7074",71,34,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 16","PAYPAL"
"7075",28,13,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 18","PAYPAL"
"7076",10,1,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 22","PAYPAL"
"7077",62,36,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 17","PAYPAL"
"7078",69,40,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 16","PAYPAL"
"7079",4,4,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 00","PAYPAL"
"7080",3,0,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 08","PAYPAL"
"7081",2,1,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 01","PAYPAL"
"7082",18,7,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 19","PAYPAL"
"7083",2,1,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 22","PAYPAL"
"7084",2,2,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 22","PAYPAL"
"7085",5,3,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 21","PAYPAL"
"7086",3,1,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 23","PAYPAL"
"7087",4,1,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 03","PAYPAL"
"7088",6,2,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 10","PAYPAL"
"7089",8,5,"pharmeasytech","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 23","PAYPAL"
"7090",25,12,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 20","PAYPAL"
"7091",7,4,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 20","PAYPAL"
"7092",4,3,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 04","PAYPAL"
"7093",9,4,"urbanclap","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 22","PAYPAL"
"7094",5,3,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 04","PAYPAL"
"7095",3,1,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 23","PAYPAL"
"7096",2,2,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 20","PAYPAL"
"7097",7,2,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 18","PAYPAL"
"7098",1,1,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 23","PAYPAL"
"7099",2,0,"zivame","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 00","PAYPAL"
"7100",5,3,"medlife_prod","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 22","PAYPAL"
"7101",1,0,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-12 02","PAYPAL"
"7102",1,1,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-14 00","PAYPAL"
"7103",1,0,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 23","PAYPAL"
"7104",1,1,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 01","PAYPAL"
"7105",1,0,"drivezy","WALLET","PAYPAL","REDIRECT_WALLET_DEBIT","2020-02-13 02","PAYPAL"
"7106",3,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 12","NB_AXIS"
"7107",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-14 07","NB_AXIS"
"7108",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 00","NB_AXIS"
"7109",3,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 10","NB_AXIS"
"7110",2,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 07","NB_AXIS"
"7111",3,3,"zivame","NB","PAYU","notprovided","2020-02-14 08","NB_AXIS"
"7112",7,3,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 12","NB_AXIS"
"7113",2,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 12","NB_AXIS"
"7114",2,1,"purplle.com","NB","PAYU","notprovided","2020-02-14 09","NB_AXIS"
"7115",6,5,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 05","NB_AXIS"
"7116",4,1,"zivame","NB","PAYU","notprovided","2020-02-14 17","NB_AXIS"
"7117",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 21","NB_AXIS"
"7118",14,5,"urbanclap","NB","PAYU","notprovided","2020-02-14 16","NB_AXIS"
"7119",3,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 00","NB_AXIS"
"7120",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-14 02","NB_AXIS"
"7121",8,4,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 05","NB_AXIS"
"7122",2,2,"purplle.com","NB","PAYU","notprovided","2020-02-14 15","NB_AXIS"
"7123",3,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 20","NB_AXIS"
"7124",9,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 07","NB_AXIS"
"7125",5,3,"countrydelight","NB","PAYU","notprovided","2020-02-12 05","NB_AXIS"
"7126",2,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 06","NB_AXIS"
"7127",7,5,"countrydelight","NB","PAYU","notprovided","2020-02-12 08","NB_AXIS"
"7128",4,4,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 12","NB_AXIS"
"7129",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 13","NB_AXIS"
"7130",15,9,"urbanclap","NB","PAYU","notprovided","2020-02-12 07","NB_AXIS"
"7131",7,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 12","NB_AXIS"
"7132",3,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 06","NB_AXIS"
"7133",3,1,"countrydelight","NB","PAYU","notprovided","2020-02-12 06","NB_AXIS"
"7134",5,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 03","NB_AXIS"
"7135",3,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 07","NB_AXIS"
"7136",2,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 09","NB_AXIS"
"7137",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 11","NB_AXIS"
"7138",3,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 19","NB_AXIS"
"7139",7,3,"countrydelight","NB","PAYU","notprovided","2020-02-14 07","NB_AXIS"
"7140",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-14 11","NB_AXIS"
"7141",3,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 10","NB_AXIS"
"7142",4,4,"zivame","NB","PAYU","notprovided","2020-02-14 11","NB_AXIS"
"7143",4,3,"countrydelight","NB","PAYU","notprovided","2020-02-14 09","NB_AXIS"
"7144",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 08","NB_AXIS"
"7145",9,6,"urbanclap","NB","PAYU","notprovided","2020-02-14 06","NB_AXIS"
"7146",1,1,"zivame","NB","PAYU","notprovided","2020-02-14 21","NB_AXIS"
"7147",4,3,"zivame","NB","PAYU","notprovided","2020-02-14 06","NB_AXIS"
"7148",3,1,"zivame","NB","PAYU","notprovided","2020-02-14 10","NB_AXIS"
"7149",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-14 14","NB_AXIS"
"7150",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 15","NB_AXIS"
"7151",4,2,"purplle.com","NB","PAYU","notprovided","2020-02-14 10","NB_AXIS"
"7152",4,0,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 20","NB_AXIS"
"7153",2,1,"zivame","NB","PAYU","notprovided","2020-02-14 15","NB_AXIS"
"7154",3,3,"urbanclap","NB","PAYU","notprovided","2020-02-14 22","NB_AXIS"
"7155",3,3,"countrydelight","NB","PAYU","notprovided","2020-02-14 15","NB_AXIS"
"7156",6,2,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 12","NB_AXIS"
"7157",3,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 05","NB_AXIS"
"7158",5,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 09","NB_AXIS"
"7159",10,8,"urbanclap","NB","PAYU","notprovided","2020-02-13 04","NB_AXIS"
"7160",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 07","NB_AXIS"
"7161",9,4,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 13","NB_AXIS"
"7162",2,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 11","NB_AXIS"
"7163",16,6,"urbanclap","NB","PAYU","notprovided","2020-02-13 10","NB_AXIS"
"7164",4,4,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 04","NB_AXIS"
"7165",9,6,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 05","NB_AXIS"
"7166",4,4,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 08","NB_AXIS"
"7167",8,7,"countrydelight","NB","PAYU","notprovided","2020-02-13 05","NB_AXIS"
"7168",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-13 02","NB_AXIS"
"7169",7,4,"urbanclap","NB","PAYU","notprovided","2020-02-13 19","NB_AXIS"
"7170",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-13 16","NB_AXIS"
"7171",3,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 17","NB_AXIS"
"7172",6,4,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 06","NB_AXIS"
"7173",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 02","NB_AXIS"
"7174",5,5,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 04","NB_AXIS"
"7175",4,2,"purplle.com","NB","PAYU","notprovided","2020-02-14 16","NB_AXIS"
"7176",10,6,"urbanclap","NB","PAYU","notprovided","2020-02-12 08","NB_AXIS"
"7177",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 09","NB_AXIS"
"7178",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 02","NB_AXIS"
"7179",2,1,"purplle.com","NB","PAYU","notprovided","2020-02-12 14","NB_AXIS"
"7180",5,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 13","NB_AXIS"
"7181",2,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 09","NB_AXIS"
"7182",3,2,"countrydelight","NB","PAYU","notprovided","2020-02-12 02","NB_AXIS"
"7183",3,2,"countrydelight","NB","PAYU","notprovided","2020-02-12 09","NB_AXIS"
"7184",6,4,"urbanclap","NB","PAYU","notprovided","2020-02-12 11","NB_AXIS"
"7185",4,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 08","NB_AXIS"
"7186",3,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 03","NB_AXIS"
"7187",8,6,"urbanclap","NB","PAYU","notprovided","2020-02-12 18","NB_AXIS"
"7188",3,2,"zivame","NB","PAYU","notprovided","2020-02-12 17","NB_AXIS"
"7189",3,2,"zivame","NB","PAYU","notprovided","2020-02-12 14","NB_AXIS"
"7190",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 01","NB_AXIS"
"7191",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 08","NB_AXIS"
"7192",2,1,"purplle.com","NB","PAYU","notprovided","2020-02-13 15","NB_AXIS"
"7193",11,9,"urbanclap","NB","PAYU","notprovided","2020-02-13 16","NB_AXIS"
"7194",3,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 08","NB_AXIS"
"7195",7,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 02","NB_AXIS"
"7196",2,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 12","NB_AXIS"
"7197",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 19","NB_AXIS"
"7198",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 18","NB_AXIS"
"7199",2,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 16","NB_AXIS"
"7200",2,2,"zivame","NB","PAYU","notprovided","2020-02-12 19","NB_AXIS"
"7201",2,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 12","NB_AXIS"
"7202",2,1,"zivame","NB","PAYU","notprovided","2020-02-13 03","NB_AXIS"
"7203",4,4,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 10","NB_AXIS"
"7204",4,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 16","NB_AXIS"
"7205",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 20","NB_AXIS"
"7206",2,1,"zivame","NB","PAYU","notprovided","2020-02-13 18","NB_AXIS"
"7207",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-12 05","NB_AXIS"
"7208",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 19","NB_AXIS"
"7209",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 16","NB_AXIS"
"7210",2,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 06","NB_AXIS"
"7211",2,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 09","NB_AXIS"
"7212",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 01","NB_AXIS"
"7213",1,1,"zivame","NB","PAYU","notprovided","2020-02-13 06","NB_AXIS"
"7214",1,1,"zivame","NB","PAYU","notprovided","2020-02-13 11","NB_AXIS"
"7215",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-13 17","NB_AXIS"
"7216",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 01","NB_AXIS"
"7217",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 05","NB_AXIS"
"7218",1,0,"zivame","NB","RAZORPAY","notprovided","2020-02-12 23","NB_AXIS"
"7219",2,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 10","NB_AXIS"
"7220",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-14 06","NB_AXIS"
"7221",2,0,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 09","NB_AXIS"
"7222",2,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 13","NB_AXIS"
"7223",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 17","NB_AXIS"
"7224",3,2,"zivame","NB","PAYU","notprovided","2020-02-13 05","NB_AXIS"
"7225",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 07","NB_AXIS"
"7226",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 19","NB_AXIS"
"7227",1,0,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 10","NB_AXIS"
"7228",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 00","NB_AXIS"
"7229",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 18","NB_AXIS"
"7230",1,0,"urbanclap","NB","PAYU","notprovided","2020-02-13 21","NB_AXIS"
"7231",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 17","NB_AXIS"
"7232",2,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 16","NB_AXIS"
"7233",3,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 14","NB_AXIS"
"7234",2,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 19","NB_AXIS"
"7235",1,0,"countrydelight","NB","PAYU","notprovided","2020-02-12 03","NB_AXIS"
"7236",1,0,"zivame","NB","PAYU","notprovided","2020-02-12 12","NB_AXIS"
"7237",2,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 08","NB_AXIS"
"7238",16,7,"urbanclap","NB","PAYU","notprovided","2020-02-14 08","NB_AXIS"
"7239",3,3,"countrydelight","NB","PAYU","notprovided","2020-02-14 05","NB_AXIS"
"7240",7,3,"countrydelight","NB","PAYU","notprovided","2020-02-14 04","NB_AXIS"
"7241",7,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 09","NB_AXIS"
"7242",15,7,"urbanclap","NB","PAYU","notprovided","2020-02-14 11","NB_AXIS"
"7243",6,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 15","NB_AXIS"
"7244",12,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 14","NB_AXIS"
"7245",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 15","NB_AXIS"
"7246",3,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 21","NB_AXIS"
"7247",4,1,"zivame","NB","PAYU","notprovided","2020-02-14 18","NB_AXIS"
"7248",7,5,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 18","NB_AXIS"
"7249",3,3,"countrydelight","NB","PAYU","notprovided","2020-02-14 16","NB_AXIS"
"7250",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 17","NB_AXIS"
"7251",1,1,"zivame","NB","PAYU","notprovided","2020-02-14 00","NB_AXIS"
"7252",1,1,"zivame","NB","PAYU","notprovided","2020-02-14 12","NB_AXIS"
"7253",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 01","NB_AXIS"
"7254",7,5,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 07","NB_AXIS"
"7255",10,9,"urbanclap","NB","PAYU","notprovided","2020-02-14 12","NB_AXIS"
"7256",3,3,"countrydelight","NB","PAYU","notprovided","2020-02-14 12","NB_AXIS"
"7257",3,1,"zivame","NB","PAYU","notprovided","2020-02-14 07","NB_AXIS"
"7258",1,1,"zivame","NB","RAZORPAY","notprovided","2020-02-14 12","NB_AXIS"
"7259",9,4,"urbanclap","NB","PAYU","notprovided","2020-02-14 04","NB_AXIS"
"7260",14,9,"urbanclap","NB","PAYU","notprovided","2020-02-14 10","NB_AXIS"
"7261",1,0,"urbanclap","NB","PAYU","notprovided","2020-02-14 00","NB_AXIS"
"7262",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 13","NB_AXIS"
"7263",3,2,"countrydelight","NB","PAYU","notprovided","2020-02-14 13","NB_AXIS"
"7264",11,7,"urbanclap","NB","PAYU","notprovided","2020-02-14 18","NB_AXIS"
"7265",2,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 16","NB_AXIS"
"7266",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 14","NB_AXIS"
"7267",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 12","NB_AXIS"
"7268",2,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 01","NB_AXIS"
"7269",5,4,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 04","NB_AXIS"
"7270",14,9,"urbanclap","NB","PAYU","notprovided","2020-02-12 04","NB_AXIS"
"7271",2,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 06","NB_AXIS"
"7272",3,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 10","NB_AXIS"
"7273",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 04","NB_AXIS"
"7274",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 02","NB_AXIS"
